time (steps),Gov,Info,Infer,Int,A_Econ,SI_Econ,GM,ICu,IInter,ICo,A_Emp,SI_Emp,GT,IV,IA,IInteg,A_Edu,SI_Edu,V_CGM,V_grad_total,V_cycle_total,V_grad_Econ,V_cycle_Econ,V_grad_Emp,V_cycle_Emp,V_grad_Edu,V_cycle_Edu,E_gov,E_info,E_inf,E_intel,A_Ecol,SI_Ecol,GTD,IVD,IAD,IID,V_grad_Ecol,V_cycle_Ecol
0.0,0.85,0.8,0.82,0.78,0.005000000000000006,24.15510991505048,0.3,0.25,0.23,0.22,0.008000000000000002,38.64817586408073,0.85,0.8,0.82,0.78,0.004000000000000001,19.324087932040364,3.1376004380014426,0.3254870287641693,2.8121134092372735,0.0,1.0091576446707664,0.0,0.4518873027813499,0.0,1.3510684615529505,0.5095254276109857,0.2359197041927267,0.2607655844407308,0.024838614627476854,0.020700000000000017,99.9978449981324,0.16046274632451207,0.3887948422732998,0.3702313731622561,0.5805110382399322,0.0,2.3220665651828258e-10
1.0,0.8523778483091072,0.8010704078150179,0.8211889241545536,0.7800602316013003,0.005577156114880565,26.943363793667157,0.32043152860966995,0.2472901312118753,0.23373929128550097,0.19853904889295387,0.004738645891360575,22.892502470863377,0.7981436713428778,0.7766564506069938,0.7920941761595852,0.7786614164999519,0.030997911463311396,66.777253490491,2.3419280021549174,0.3135994131987184,2.028328588956199,0.0,0.8599284670693195,0.0,1.0868697841129273,0.0,0.08153032123119919,0.5093250079631314,0.23574732513605245,0.2606070423594267,0.024681716817960463,0.020703319386179784,99.98181223263707,0.15078042907839706,0.3804671721512621,0.362572170362136,0.5729312705713342,0.0,1.654275279419545e-08
2.0,0.8491920892594599,0.800991756263469,0.8208652473301453,0.780114671215146,0.006959980031011094,33.62381653112585,0.3377821518522033,0.2453790723834727,0.23735659249525495,0.17948218326906915,0.00374674224485418,18.100594149563115,0.7493462879773016,0.7523906291545652,0.7637083873253755,0.7771688538617301,0.021240586432738715,97.45283624894938,2.356784108915236,0.3017455875792716,2.0550385213359643,0.0,0.5939797458937945,0.0,1.460725772139428,0.0,0.0003328627210050028,0.5090860487305268,0.23556616587047874,0.2604339101558122,0.024540304443792443,0.020710532732552207,99.94698920553824,0.13923625602083378,0.37171532820713543,0.3542081155458479,0.5660996076885806,0.0,1.4058173667665034e-07
3.0,0.8411913423599192,0.799719422643929,0.819020090675835,0.780159848868547,0.009573447481555992,46.24953523658958,0.35220312142677057,0.24420405303180873,0.24088865598244125,0.16270416955897943,0.0034781533972207622,16.803035522254724,0.7085676569759638,0.7297851467835731,0.7376437991976715,0.7756697314392554,0.005262088363033843,25.421264558358075,3.116706408461674,0.29088007666624316,2.825826331795431,0.0,0.2973120795087351,0.0,1.5906334398174324,0.0,0.9378804060306203,0.5088489808220031,0.23539330503185216,0.26026570777972036,0.02441450664128963,0.020718224987515806,99.90988092409637,0.12778345324539664,0.36336438309307,0.34608222178090525,0.5600222881955261,0.0,4.064386433284657e-07
4.0,0.8294850770106421,0.7972992269783483,0.8157542614283683,0.7801910500882867,0.014562015986069609,70.34941934564662,0.3639529925589969,0.2436898807239406,0.2443671589542224,0.14798996776284004,0.0035251735827598824,17.03019107223943,0.6756674238130776,0.7092230245896737,0.7142525621005871,0.7741936412177371,0.0032779945917919386,15.83606393313504,3.607801892318435,0.2810792567200448,3.32672263559839,0.0,0.06184491731431088,0.0,1.5667729914374515,0.0,1.6981039360925272,0.508622274978702,0.23523118274351107,0.2601057791389877,0.024303011317562087,0.020725601640873684,99.87432101267018,0.11683124411875101,0.35553221970395393,0.338356033989982,0.5546359245962201,0.0,7.907541004738424e-07
5.0,0.8148832249597845,0.7937142863714337,0.8110945867218237,0.7801992574155922,0.02532428618876193,81.73795604868496,0.3733259989490893,0.24375440322856434,0.247808127871686,0.13511146995066042,0.003746253146914667,18.098231306665483,0.6474828358917094,0.6896885734099935,0.692340059963355,0.7726920050433507,0.002799088520749558,13.522458176132307,3.754831533559829,0.27191259420677183,3.4829189393530573,0.0,0.02033170681624058,0.0,1.460948916693797,0.0,2.0016369630967223,0.5083917272554,0.23507210757361224,0.2599461772437941,0.024203847160648675,0.020733629347530525,99.83565138381738,0.10569343292470645,0.34784726327663035,0.33064563134787767,0.5498452823764666,0.0,1.3527462973915142e-06
6.0,0.7972798330812085,0.7886705990957462,0.8047488518896067,0.7801623134199362,0.05268624155735088,39.28834796857014,0.3806122645887532,0.24431730713370134,0.2512169076120953,0.12385352066545023,0.004080638699245951,19.71365526077889,0.6230845895785868,0.6710591831068105,0.6717173386191814,0.7711637101762177,0.0027570831362825395,13.319529240367352,4.050069204512785,0.26319963324794304,3.786869571264842,0.0,0.43640424452643856,0.0,1.3184584249881308,0.0,2.032004751320192,0.5081521963467979,0.23491265081163373,0.2597836189795949,0.024115369069173095,0.0207425262598657,99.79282974159506,0.09412164207402829,0.3401438720520525,0.32279240586921715,0.5455708863271336,0.0,2.1504300808055445e-06
7.0,0.7748461127866327,0.7811438298462123,0.79561020591455,0.780016580429601,0.06836696054920782,30.277130573494933,0.386051261070173,0.24531538250294802,0.2546016548538658,0.1140317015730133,0.00449837602546465,21.73175346686528,0.6018257642066963,0.6532869629363598,0.6522859515021783,0.769611206257172,0.0029066739107804665,14.04220556042234,4.06017411065097,0.2545960420548718,3.8055780685960987,0.0,0.713746667127065,0.0,1.1649419189441026,0.0,1.9268861221184872,0.5078882525455375,0.23474497811811118,0.2596098442521573,0.024035882395736764,0.020753286155641665,99.74109044406137,0.08137045901234619,0.3320435673684731,0.3143973105857874,0.541730867659861,0.0,3.3604064440359876e-06
8.0,0.750156029663989,0.772082241745065,0.78476441729777,0.7798070900316564,0.024003045978481373,86.23719645069416,0.3897690644005025,0.2467252259432369,0.25799356883039865,0.10551214082586195,0.004985370462863755,24.08443429954399,0.5831842419411774,0.6363400653057607,0.6339712995334705,0.7680374159872091,0.0031627407843022727,15.279270255526852,3.0353998651904064,0.24640158042993107,2.7889982847604755,0.0,0.010962153382736244,0.0,1.0133247920366877,0.0,1.7647064239384396,0.5076149232017179,0.2345752511439984,0.25943204525020985,0.02396479432195519,0.020764557386900192,99.6869498777384,0.06816585832640176,0.32384401993798734,0.3058078017161358,0.5382965871881746,0.0,4.915402612027798e-06
9.0,0.7327960295070377,0.7656870021991816,0.7769012222320076,0.779764313094796,0.012833461121312445,61.99873279516574,0.3919714398112162,0.24849408511966947,0.26139304447648826,0.09814143059262607,0.00552925393607264,26.71194731481199,0.5667148925340888,0.6201928220506053,0.6167104605856786,0.7664452459977605,0.0034865462788951683,16.843581718124586,2.8116110591940426,0.23972033497335674,2.571890724220686,0.0,0.11426888427255792,0.0,0.8712782192667522,0.0,1.5863376260777264,0.5073967017828369,0.23443191622992526,0.2592821490278103,0.02390265662665168,0.02077135124886644,99.65434442182989,0.057623533608626376,0.31691947872978515,0.2985662822603142,0.5352947014683264,0.0,5.994603649396666e-06
